id,lod,lat,lon,height
bldg_c2562e63-bb03-42e7-a4b5-a4d0badabb15,1,35.048090569743714,136.85000990360808,4.011390016472802
bldg_c2562e63-bb03-42e7-a4b5-a4d0badabb15,1,35.0480858073329,136.84998842730616,4.011390016472802
bldg_c2562e63-bb03-42e7-a4b5-a4d0badabb15,1,35.048164586944786,136.84996325304124,4.011390016472802
bldg_c2562e63-bb03-42e7-a4b5-a4d0badabb15,1,35.04816845378196,136.849981145944,4.011390016472802
bldg_c2562e63-bb03-42e7-a4b5-a4d0badabb15,1,35.048172320616494,136.8499990388485,4.011390016472802
bldg_c2562e63-bb03-42e7-a4b5-a4d0badabb15,1,35.048156868202156,136.8500195223482,4.011390016472802
bldg_c2562e63-bb03-42e7-a4b5-a4d0badabb15,1,35.04815522852685,136.85001236817075,4.011390016472802
bldg_c2562e63-bb03-42e7-a4b5-a4d0badabb15,1,35.048117308330646,136.8500244044445,4.011390016472802
bldg_c2562e63-bb03-42e7-a4b5-a4d0badabb15,1,35.048095332150716,136.85003137991248,4.011390016472802
bldg_c2562e63-bb03-42e7-a4b5-a4d0badabb15,1,35.048090569743714,136.85000990360808,4.011390016472802
bldg_c2562e63-bb03-42e7-a4b5-a4d0badabb15,1,35.048095332150716,136.85003137991248,4.011390016472802
bldg_c2562e63-bb03-42e7-a4b5-a4d0badabb15,1,35.048095332150716,136.85003137991248,8.459036077187818
bldg_c2562e63-bb03-42e7-a4b5-a4d0badabb15,1,35.048090569743714,136.85000990360808,8.459036077187818
bldg_c2562e63-bb03-42e7-a4b5-a4d0badabb15,1,35.048095332150716,136.85003137991248,4.011390016472802
bldg_c2562e63-bb03-42e7-a4b5-a4d0badabb15,1,35.048117308330646,136.8500244044445,4.011390016472802
bldg_c2562e63-bb03-42e7-a4b5-a4d0badabb15,1,35.048117308330646,136.8500244044445,8.459036077187818
bldg_c2562e63-bb03-42e7-a4b5-a4d0badabb15,1,35.048095332150716,136.85003137991248,8.459036077187818
bldg_c2562e63-bb03-42e7-a4b5-a4d0badabb15,1,35.048117308330646,136.8500244044445,4.011390016472802
bldg_c2562e63-bb03-42e7-a4b5-a4d0badabb15,1,35.04815522852685,136.85001236817075,4.011390016472802
bldg_c2562e63-bb03-42e7-a4b5-a4d0badabb15,1,35.04815522852685,136.85001236817075,8.459036077187818
bldg_c2562e63-bb03-42e7-a4b5-a4d0badabb15,1,35.048117308330646,136.8500244044445,8.459036077187818
bldg_c2562e63-bb03-42e7-a4b5-a4d0badabb15,1,35.04815522852685,136.85001236817075,4.011390016472802
bldg_c2562e63-bb03-42e7-a4b5-a4d0badabb15,1,35.048156868202156,136.8500195223482,4.011390016472802
bldg_c2562e63-bb03-42e7-a4b5-a4d0badabb15,1,35.048156868202156,136.8500195223482,8.459036077187818
bldg_c2562e63-bb03-42e7-a4b5-a4d0badabb15,1,35.04815522852685,136.85001236817075,8.459036077187818
bldg_c2562e63-bb03-42e7-a4b5-a4d0badabb15,1,35.048156868202156,136.8500195223482,4.011390016472802
bldg_c2562e63-bb03-42e7-a4b5-a4d0badabb15,1,35.048172320616494,136.8499990388485,4.011390016472802
bldg_c2562e63-bb03-42e7-a4b5-a4d0badabb15,1,35.048172320616494,136.8499990388485,8.459036077187818
bldg_c2562e63-bb03-42e7-a4b5-a4d0badabb15,1,35.048156868202156,136.8500195223482,8.459036077187818
bldg_c2562e63-bb03-42e7-a4b5-a4d0badabb15,1,35.048172320616494,136.8499990388485,4.011390016472802
bldg_c2562e63-bb03-42e7-a4b5-a4d0badabb15,1,35.04816845378196,136.849981145944,4.011390016472802
bldg_c2562e63-bb03-42e7-a4b5-a4d0badabb15,1,35.04816845378196,136.849981145944,8.459036077187818
bldg_c2562e63-bb03-42e7-a4b5-a4d0badabb15,1,35.048172320616494,136.8499990388485,8.459036077187818
bldg_c2562e63-bb03-42e7-a4b5-a4d0badabb15,1,35.04816845378196,136.849981145944,4.011390016472802
bldg_c2562e63-bb03-42e7-a4b5-a4d0badabb15,1,35.048164586944786,136.84996325304124,4.011390016472802
bldg_c2562e63-bb03-42e7-a4b5-a4d0badabb15,1,35.048164586944786,136.84996325304124,8.459036077187818
bldg_c2562e63-bb03-42e7-a4b5-a4d0badabb15,1,35.04816845378196,136.849981145944,8.459036077187818
bldg_c2562e63-bb03-42e7-a4b5-a4d0badabb15,1,35.048164586944786,136.84996325304124,4.011390016472802
bldg_c2562e63-bb03-42e7-a4b5-a4d0badabb15,1,35.0480858073329,136.84998842730616,4.011390016472802
bldg_c2562e63-bb03-42e7-a4b5-a4d0badabb15,1,35.0480858073329,136.84998842730616,8.459036077187818
bldg_c2562e63-bb03-42e7-a4b5-a4d0badabb15,1,35.048164586944786,136.84996325304124,8.459036077187818
bldg_c2562e63-bb03-42e7-a4b5-a4d0badabb15,1,35.0480858073329,136.84998842730616,4.011390016472802
bldg_c2562e63-bb03-42e7-a4b5-a4d0badabb15,1,35.048090569743714,136.85000990360808,4.011390016472802
bldg_c2562e63-bb03-42e7-a4b5-a4d0badabb15,1,35.048090569743714,136.85000990360808,8.459036077187818
bldg_c2562e63-bb03-42e7-a4b5-a4d0badabb15,1,35.0480858073329,136.84998842730616,8.459036077187818
bldg_c2562e63-bb03-42e7-a4b5-a4d0badabb15,1,35.048090569743714,136.85000990360808,8.459036077187818
bldg_c2562e63-bb03-42e7-a4b5-a4d0badabb15,1,35.048095332150716,136.85003137991248,8.459036077187818
bldg_c2562e63-bb03-42e7-a4b5-a4d0badabb15,1,35.048117308330646,136.8500244044445,8.459036077187818
bldg_c2562e63-bb03-42e7-a4b5-a4d0badabb15,1,35.04815522852685,136.85001236817075,8.459036077187818
